InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV0634,SKU002,Wireless Headphones,24,2024-03-07 00:00:00,72.66,377.0,United Kingdom
INV1529,SKU126,Ruler,19,2024-06-14 00:00:00,7.59,602.0,France
INV1788,SKU198,Tape Dispenser,16,2024-04-09 00:00:00,63.67,300.0,United Kingdom
INV1011,SKU123,Pen Set,12,2024-04-03 00:00:00,63.27,7.0,United Kingdom
INV2480,SKU175,Markers,20,2024-07-21 00:00:00,58.04,730.0,United Kingdom
INV1575,SKU181,Post-its,3,2024-06-21 00:00:00,52.09,70.0,United Kingdom
INV1238,SKU137,Paper Clips,24,2024-08-13 00:00:00,41.45,229.0,France
INV1411,SKU069,Rice Cooker,13,2024-02-12 00:00:00,70.04,10.0,United Kingdom
INV0287,SKU107,Curtains,10,2024-11-21 00:00:00,73.43,,United Kingdom
INV1993,SKU129,Sticky Notes,7,2024-03-03 00:00:00,18.97,371.0,United Kingdom
INV1675,SKU161,Envelopes,21,2024-07-13 00:00:00,17.03,399.0,United Kingdom
INV0122,SKU061,Vacuum Sealer,4,2024-09-25 00:00:00,1.45,152.0,United Kingdom
INV0172,SKU055,Flip Flops,13,2024-01-19 00:00:00,60.49,740.0,Denmark
INV2476,SKU087,Juicer,11,2024-07-07 00:00:00,99.93,642.0,United Kingdom
INV0235,SKU085,Toaster,-7,2024-05-31 00:00:00,72.65,740.0,Germany
INV1145,SKU193,Pencils,20,2024-11-23 00:00:00,68.77,2.0,Austria
INV1320,SKU163,Tape Dispenser,24,2023-12-09 00:00:00,32.89,,United Kingdom
INV0334,SKU110,Curtain Rod,23,2024-05-27 00:00:00,90.56,604.0,United Kingdom
INV2131,SKU184,Calendar,16,2024-09-18 00:00:00,79.78,110.0,United Kingdom
INV1913,SKU115,Table Lamp,18,2024-02-25 00:00:00,24.47,680.0,United Kingdom
INV0433,SKU184,Notebook,11,2024-07-10 00:00:00,90.3,737.0,United Kingdom
INV0505,SKU035,Leather Belt,16,2024-11-05 00:00:00,9.5,142.0,United Kingdom
INV2461,SKU165,Scissors,23,2024-01-03 00:00:00,74.42,694.0,United Kingdom
INV1790,SKU058,Sweater,3,2024-03-29 00:00:00,11.58,687.0,United Kingdom
INV0476,SKU095,Wall Sconce,13,2024-09-19 00:00:00,57.9,496.0,United Kingdom
INV1590,SKU082,Juicer,5,2024-07-04 00:00:00,52.21,9.0,United Kingdom
INV1887,SKU038,Casual Pants,16,2024-05-10 00:00:00,68.15,,United Kingdom
INV0141,SKU082,Mixer,23,2024-10-02 00:00:00,12.78,393.0,Norway
INV1543,SKU086,Electric Kettle,7,2023-12-31 00:00:00,84.87,121.0,Sweden
INV0734,SKU187,Paper Clips,22,2024-08-06 00:00:00,91.27,426.0,United Kingdom
INV1940,SKU194,Paper Clips,17,2024-05-27 00:00:00,72.8,7.0,United Kingdom
INV1613,SKU034,Dress Shirt,19,2024-01-19 00:00:00,86.64,758.0,United Kingdom
INV0671,SKU036,Rain Jacket,10,2024-09-21 00:00:00,89.76,555.0,United Kingdom
INV0038,SKU186,Post-its,5,2024-06-03 00:00:00,37.96,500.0,Poland
INV1941,SKU014,Screen Protector,21,2024-03-01 00:00:00,34.18,428.0,United Kingdom
INV0487,SKU102,Curtain Rod,20,2024-04-02 00:00:00,95.47,7.0,United Kingdom
INV0368,SKU167,Paper Clips,21,2024-07-25 00:00:00,44.78,365.0,United Kingdom
INV2088,SKU006,Phone Holder,19,2024-03-25 00:00:00,48.21,2.0,United Kingdom
INV1984,SKU180,Stapler,5,2024-10-26 00:00:00,10.39,10.0,United Kingdom
INV0081,SKU143,Planner,17,2024-06-19 00:00:00,49.11,675.0,United Kingdom
INV0509,SKU169,Sticky Notes,20,2024-03-16 00:00:00,69.67,765.0,United Kingdom
INV0528,SKU053,Winter Hat,9,2024-09-20 00:00:00,85.21,171.0,United Kingdom
INV2230,SKU109,LED Desk Lamp,2,2024-02-26 00:00:00,94.64,659.0,United Kingdom
INV0573,SKU126,Scissors,12,2024-09-21 00:00:00,60.81,737.0,United Kingdom
INV0972,SKU049,Socks Pack,7,2023-12-19 00:00:00,95.75,739.0,United Kingdom
INV1729,SKU141,Eraser,21,2024-01-08 00:00:00,90.41,194.0,United Kingdom
INV0587,SKU053,Jeans,9,2024-08-31 00:00:00,99.53,5.0,United Kingdom
INV2095,SKU042,Sweatpants,11,2024-10-05 00:00:00,99.24,201.0,United Kingdom
INV1107,SKU137,Sticky Notes,14,2024-02-02 00:00:00,7.06,10.0,United Kingdom
INV0600,SKU071,Coffee Maker,8,2024-03-25 00:00:00,38.17,181.0,United Kingdom
INV1256,SKU126,Sticky Notes,23,2024-09-27 00:00:00,57.42,489.0,United Kingdom
INV0700,SKU193,Paper Clips,24,2024-05-11 00:00:00,67.94,61.0,United Kingdom
INV0523,SKU003,Charging Dock,22,2024-04-11 00:00:00,13.07,606.0,United Kingdom
INV1517,SKU200,Pencils,14,2024-11-27 00:00:00,70.82,427.0,United Kingdom
INV1130,SKU134,Pencils,3,2024-07-07 00:00:00,94.76,639.0,United Kingdom
INV0315,SKU024,Bluetooth Speaker,3,2024-04-01 00:00:00,74.46,57.0,United Kingdom
INV1737,SKU131,Markers,17,2024-11-11 00:00:00,68.66,16.0,United Kingdom
INV0779,SKU183,Stapler,24,2023-12-04 00:00:00,34.83,463.0,Poland
INV0174,SKU115,Pendant Light,17,2024-10-06 00:00:00,90.42,670.0,United Kingdom
INV0209,SKU127,Paper Clips,4,2024-07-04 00:00:00,34.12,79.0,United Kingdom
INV1189,SKU124,Ruler,1,2024-05-02 00:00:00,73.93,792.0,United Kingdom
INV2112,SKU119,Plant Pot,2,2023-12-19 00:00:00,35.89,167.0,United Kingdom
INV1433,SKU103,Wall Clock,-7,2024-03-05 00:00:00,49.45,192.0,United Kingdom
INV1997,SKU040,Sweater,13,2023-12-04 00:00:00,37.74,478.0,United Kingdom
INV0446,SKU169,Binder,12,2024-07-12 00:00:00,74.83,674.0,United Kingdom
INV0777,SKU011,Portable Charger,24,2024-04-24 00:00:00,33.45,763.0,United Kingdom
INV1089,SKU108,Curtain Rod,22,2024-01-30 00:00:00,71.57,645.0,United Kingdom
INV1593,SKU029,Screen Protector,5,2024-02-06 00:00:00,15.97,604.0,United Kingdom
INV1402,SKU153,Notebook,10,2024-07-07 00:00:00,28.58,521.0,United Kingdom
INV2095,SKU064,Air Fryer,9,2024-03-05 00:00:00,99.42,327.0,United Kingdom
INV0423,SKU187,Calendar,7,2024-11-23 00:00:00,99.25,501.0,United Kingdom
INV1644,SKU071,Rice Cooker,14,2023-12-20 00:00:00,2.26,517.0,United Kingdom
INV1256,SKU163,Pencils,14,2024-11-23 00:00:00,48.18,594.0,United Kingdom
INV1490,SKU090,Waffle Maker,2,2024-04-22 00:00:00,18.58,555.0,United Kingdom
INV1934,SKU156,Sticky Notes,9,2024-04-22 00:00:00,94.85,564.0,United Kingdom
INV2261,SKU085,Juicer,12,2024-02-05 00:00:00,74.41,60.0,United Kingdom
INV0861,SKU099,Ceiling Light,5,2024-09-25 00:00:00,63.13,521.0,United Kingdom
INV1826,SKU020,Wireless Charger,10,2024-01-20 00:00:00,72.67,4.0,Sweden
INV0786,SKU141,Eraser,18,2024-07-02 00:00:00,97.52,,Belgium
INV0278,SKU108,Curtains,17,2024-08-04 00:00:00,79.19,460.0,United Kingdom
INV2320,SKU178,Markers Set,13,2024-01-01 00:00:00,49.75,77.0,United Kingdom
INV2087,SKU144,Paper Clips,9,2024-06-14 00:00:00,21.09,438.0,United Kingdom
INV2101,SKU129,Calendar,8,2024-07-21 00:00:00,29.99,703.0,United Kingdom
INV0976,SKU011,Portable Charger,9,2024-04-28 00:00:00,92.75,,United Kingdom
INV0861,SKU030,Wireless Headphones,21,2024-08-30 00:00:00,60.71,728.0,United Kingdom
INV0548,SKU157,Ruler,2,2024-06-27 00:00:00,62.78,9.0,United Kingdom
INV0724,SKU005,Wireless Charger,19,2024-04-10 00:00:00,11.09,385.0,United Kingdom
INV2476,SKU053,Rain Jacket,9,2024-09-08 00:00:00,20.79,345.0,United Kingdom
INV0950,SKU095,Wall Sconce,3,2024-07-10 00:00:00,49.84,602.0,United Kingdom
INV2010,SKU166,Ruler,-3,2024-03-02 00:00:00,88.57,490.0,United Kingdom
INV0296,SKU063,Pressure Cooker,13,2024-07-06 00:00:00,10.47,496.0,United Kingdom
INV1548,SKU006,Screen Protector,21,2024-06-14 00:00:00,93.49,406.0,United Kingdom
INV2457,SKU003,Screen Protector,11,2023-12-07 00:00:00,85.34,537.0,United Kingdom
INV0669,SKU085,Vacuum Sealer,2,2024-05-06 00:00:00,54.58,10.0,United Kingdom
INV0422,SKU076,Toaster,14,2024-09-04 00:00:00,14.61,410.0,Netherlands
INV1175,SKU176,Paper Clips,23,2024-03-25 00:00:00,82.36,208.0,United Kingdom
INV1155,SKU020,Audio Jack,12,2024-05-31 00:00:00,92.36,67.0,Netherlands
INV1372,SKU047,Sweatpants,22,2024-10-03 00:00:00,68.87,491.0,United Kingdom
INV2045,SKU095,String Lights,23,2024-11-03 00:00:00,79.96,64.0,United Kingdom
INV0601,SKU038,Shorts,16,2024-05-12 00:00:00,81.55,476.0,United Kingdom
INV0371,SKU033,Winter Hat,12,2024-05-14 00:00:00,32.27,383.0,United Kingdom
INV1366,SKU168,Pencils,18,2024-02-09 00:00:00,49.96,611.0,United Kingdom
INV2380,SKU135,Post-its,24,2024-07-03 00:00:00,22.32,517.0,United Kingdom
INV0071,SKU143,File Folders,4,2024-06-03 00:00:00,6.43,115.0,United Kingdom
INV1208,SKU037,Leather Belt,14,2024-07-23 00:00:00,24.63,798.0,United Kingdom
INV0587,SKU188,Notebook,14,2024-06-11 00:00:00,37.48,3.0,United Kingdom
INV2433,SKU008,Portable Charger,3,2024-02-19 00:00:00,24.88,437.0,United Kingdom
INV0748,SKU191,Markers,23,2024-07-28 00:00:00,94.89,613.0,United Kingdom
INV0055,SKU029,Portable Charger,21,2024-04-25 00:00:00,3.7,627.0,United Kingdom
INV1736,SKU117,Mirror,9,2024-11-13 00:00:00,91.95,405.0,United Kingdom
INV1114,SKU134,Paper Clips,5,2024-01-17 00:00:00,74.43,616.0,United Kingdom
INV2291,SKU020,Protective Film,21,2024-10-05 00:00:00,64.36,7.0,United Kingdom
INV0798,SKU028,Screen Protector,20,2024-04-17 00:00:00,77.98,201.0,United Kingdom
INV0268,SKU153,Notebook,10,2024-03-18 00:00:00,19.18,94.0,United Kingdom
INV2336,SKU012,Phone Holder,16,2024-09-15 00:00:00,5.04,523.0,United Kingdom
INV1157,SKU129,Markers Set,13,2024-06-21 00:00:00,72.7,404.0,Poland
INV2063,SKU129,Markers,-7,2024-01-21 00:00:00,47.95,7.0,Netherlands
INV0323,SKU024,Wall Charger,22,2024-10-16 00:00:00,65.59,88.0,United Kingdom
INV2494,SKU134,Scissors,5,2024-10-29 00:00:00,34.23,267.0,United Kingdom
INV1588,SKU054,Hoodie,5,2024-04-01 00:00:00,56.9,,France
INV1268,SKU023,SIM Card Tray,11,2024-09-06 00:00:00,17.39,473.0,United Kingdom
INV0366,SKU046,Rain Jacket,16,2024-01-06 00:00:00,97.85,10.0,United Kingdom
INV2330,SKU011,Phone Ring,13,2024-08-06 00:00:00,41.19,82.0,United Kingdom
INV1285,SKU022,Phone Stand,9,2024-06-09 00:00:00,87.79,625.0,Netherlands
INV1003,SKU144,Notebook,4,2024-11-23 00:00:00,29.42,729.0,United Kingdom
INV1894,SKU024,Phone Ring,21,2024-11-07 00:00:00,53.74,48.0,United Kingdom
INV1626,SKU052,Shorts,11,2024-07-09 00:00:00,34.57,3.0,United Kingdom
INV1141,SKU010,Wireless Charger,16,2024-07-20 00:00:00,14.98,390.0,United Kingdom
INV0256,SKU111,Curtain Rod,7,2024-06-03 00:00:00,86.86,707.0,Poland
INV0343,SKU018,Tempered Glass,10,2024-02-11 00:00:00,87.43,140.0,United Kingdom
INV1063,SKU014,Phone Case,14,2024-03-04 00:00:00,34.53,120.0,United Kingdom
INV1973,SKU138,Whiteboard,14,2024-07-31 00:00:00,35.79,189.0,United Kingdom
INV2446,SKU020,Phone Holder,11,2024-03-11 00:00:00,66.57,16.0,United Kingdom
INV0059,SKU118,Wall Sconce,11,2024-02-16 00:00:00,11.8,777.0,Spain
INV1846,SKU163,Binder,19,2024-02-03 00:00:00,10.19,,United Kingdom
INV0681,SKU097,Track Light,7,2024-10-03 00:00:00,97.18,615.0,United Kingdom
INV1258,SKU032,Hiking Boots,15,2024-08-14 00:00:00,41.69,,United Kingdom
INV1376,SKU046,Rain Jacket,6,2024-01-28 00:00:00,55.49,618.0,United Kingdom
INV1792,SKU073,Bread Maker,4,2024-10-20 00:00:00,99.53,156.0,United Kingdom
INV1685,SKU128,Envelopes,4,2024-01-23 00:00:00,63.53,1.0,United Kingdom
INV1723,SKU058,Rain Jacket,4,2024-03-18 00:00:00,19.96,741.0,United Kingdom
INV1622,SKU096,Night Light,9,2023-12-04 00:00:00,88.01,8.0,United Kingdom
INV0018,SKU009,Wireless Headphones,-6,2024-06-30 00:00:00,84.15,612.0,United Kingdom
INV2344,SKU062,Griddle,7,2024-07-08 00:00:00,61.81,562.0,United Kingdom
INV1600,SKU104,Bookshelf,14,2024-02-27 00:00:00,23.48,10.0,United Kingdom
INV1606,SKU067,Griddle,11,2024-10-17 00:00:00,20.77,2.0,United Kingdom
INV0627,SKU159,Planner,3,2023-12-15 00:00:00,57.39,332.0,United Kingdom
INV1467,SKU062,Slow Cooker,18,2024-03-05 00:00:00,84.12,632.0,United Kingdom
INV0212,SKU022,Portable Charger,21,2024-04-19 00:00:00,98.48,593.0,France
INV0581,SKU068,Food Processor,16,2024-04-23 00:00:00,84.53,316.0,Sweden
INV1695,SKU125,Highlighters,14,2024-01-07 00:00:00,37.83,262.0,United Kingdom
INV0042,SKU169,Post-its,2,2024-03-01 00:00:00,12.16,482.0,United Kingdom
INV0021,SKU134,Eraser,7,2024-02-20 00:00:00,60.8,325.0,United Kingdom
INV1495,SKU056,Winter Jacket,8,2024-01-28 00:00:00,8.8,789.0,United Kingdom
INV0377,SKU182,Planner,15,2024-05-27 00:00:00,74.64,5.0,United Kingdom
INV1025,SKU051,Sweater,4,2024-02-27 00:00:00,58.57,604.0,United Kingdom
INV1999,SKU115,Throw Pillow,9,2024-07-09 00:00:00,81.67,116.0,United Kingdom
INV1446,SKU162,Highlighters,2,2024-06-09 00:00:00,95.82,619.0,United Kingdom
INV2173,SKU102,LED Desk Lamp,11,2024-05-29 00:00:00,43.22,320.0,United Kingdom
INV1524,SKU200,Scissors,11,2024-02-13 00:00:00,68.98,121.0,United Kingdom
INV0953,SKU017,Cable Organizer,7,2024-09-13 00:00:00,52.96,301.0,United Kingdom
INV0307,SKU166,Stapler,14,2024-09-19 00:00:00,32.12,322.0,United Kingdom
INV1125,SKU031,Running Shoes,20,2024-07-03 00:00:00,33.02,263.0,United Kingdom
INV2359,SKU119,Desk Organizer,13,2023-12-03 00:00:00,4.18,,United Kingdom
INV0285,SKU025,Phone Stand,9,2024-07-28 00:00:00,32.06,572.0,United Kingdom
INV0193,SKU077,Pressure Cooker,21,2024-06-19 00:00:00,96.72,6.0,United Kingdom
INV0918,SKU003,Portable Charger,11,2023-12-25 00:00:00,86.2,327.0,United Kingdom
INV1511,SKU002,USB-C Cable,2,2024-09-01 00:00:00,11.52,56.0,France
INV1555,SKU179,Whiteboard,19,2024-04-17 00:00:00,46.33,363.0,United Kingdom
INV1693,SKU115,Table Lamp,8,2024-10-22 00:00:00,57.99,785.0,United Kingdom
INV1978,SKU024,Tempered Glass,23,2024-03-25 00:00:00,8.74,564.0,United Kingdom
INV0844,SKU020,Phone Case,2,2024-11-20 00:00:00,21.64,737.0,United Kingdom
INV0429,SKU054,Thermal Leggings,17,2024-05-23 00:00:00,85.91,208.0,United Kingdom
INV2067,SKU034,Gloves,13,2024-01-24 00:00:00,97.51,243.0,Austria
INV1139,SKU043,Casual Pants,19,2024-07-04 00:00:00,65.01,215.0,United Kingdom
INV0068,SKU048,Sweater,-9,2024-07-23 00:00:00,45.53,781.0,United Kingdom
INV0869,SKU102,Curtains,11,2024-02-16 00:00:00,5.79,443.0,United Kingdom
INV1731,SKU076,Rice Cooker,20,2024-03-09 00:00:00,27.95,7.0,United Kingdom
INV1020,SKU057,Running Shoes,2,2024-01-26 00:00:00,57.73,455.0,United Kingdom
INV1658,SKU101,Table Lamp,23,2024-06-18 00:00:00,27.19,541.0,United Kingdom
INV2443,SKU188,Notebook,17,2024-04-26 00:00:00,90.82,577.0,United Kingdom
INV1291,SKU018,Bluetooth Speaker,15,2024-11-13 00:00:00,14.61,752.0,United Kingdom
INV1081,SKU044,Winter Jacket,16,2024-01-09 00:00:00,58.52,,United Kingdom
INV0072,SKU175,Ruler,17,2024-09-16 00:00:00,50.56,,United Kingdom
INV1375,SKU126,Tape Dispenser,9,2024-07-19 00:00:00,66.5,451.0,United Kingdom
INV1367,SKU199,Envelopes,9,2024-08-22 00:00:00,68.73,191.0,United Kingdom
INV0581,SKU128,Notebook,24,2024-05-31 00:00:00,69.73,7.0,United Kingdom
INV1548,SKU028,Tempered Glass,22,2024-10-23 00:00:00,54.71,56.0,Austria
INV1357,SKU151,Stapler,9,2024-06-18 00:00:00,31.27,358.0,United Kingdom
INV0504,SKU117,Wall Art,12,2024-07-09 00:00:00,29.19,575.0,Belgium
INV0616,SKU075,Bread Maker,6,2024-08-24 00:00:00,30.71,475.0,United Kingdom
INV0891,SKU152,Sticky Notes,10,2024-04-23 00:00:00,1.01,407.0,United Kingdom
INV1435,SKU129,Planner,3,2024-04-24 00:00:00,71.46,425.0,United Kingdom
INV0331,SKU057,Cotton T-Shirt,12,2024-04-27 00:00:00,25.25,621.0,United Kingdom
INV0402,SKU078,Bread Maker,19,2024-04-12 00:00:00,43.86,215.0,Norway
INV1706,SKU052,Casual Pants,10,2024-09-09 00:00:00,56.88,4.0,United Kingdom
INV1790,SKU036,Flip Flops,11,2024-01-19 00:00:00,50.62,592.0,United Kingdom
INV1723,SKU119,LED Desk Lamp,1,2024-06-28 00:00:00,95.76,192.0,United Kingdom
INV0994,SKU132,Tape Dispenser,18,2024-09-23 00:00:00,90.03,714.0,Netherlands
INV0025,SKU196,Calendar,2,2024-07-24 00:00:00,8.92,601.0,United Kingdom
INV0399,SKU145,File Folders,2,2024-04-27 00:00:00,12.58,454.0,United Kingdom
INV0840,SKU037,Leather Belt,16,2024-08-21 00:00:00,14.07,767.0,Poland
INV0027,SKU160,Markers Set,1,2024-08-05 00:00:00,15.72,554.0,Austria
INV0101,SKU114,Picture Frame,4,2024-08-15 00:00:00,30.34,4.0,United Kingdom
INV2240,SKU157,Binder,20,2024-04-12 00:00:00,12.76,131.0,United Kingdom
INV0986,SKU131,Planner,16,2024-02-26 00:00:00,29.36,3.0,United Kingdom
INV1128,SKU099,Table Lamp,14,2024-06-18 00:00:00,15.24,652.0,United Kingdom
INV1241,SKU166,Envelopes,12,2023-12-18 00:00:00,96.29,,United Kingdom
INV0649,SKU129,Calendar,23,2024-06-01 00:00:00,52.74,,United Kingdom
INV2307,SKU118,Wall Sconce,22,2024-05-22 00:00:00,30.64,88.0,United Kingdom
INV1933,SKU169,Whiteboard,17,2024-10-06 00:00:00,77.64,730.0,United Kingdom
INV2379,SKU150,Envelopes,3,2024-05-27 00:00:00,4.97,6.0,Germany
INV1952,SKU195,Pencils,24,2024-05-14 00:00:00,79.65,351.0,United Kingdom
INV1721,SKU016,Audio Jack,2,2024-01-02 00:00:00,84.75,772.0,United Kingdom
INV0121,SKU083,Toaster,13,2024-02-28 00:00:00,13.75,710.0,United Kingdom
INV1793,SKU074,Slow Cooker,6,2024-11-12 00:00:00,43.68,500.0,United Kingdom
INV0395,SKU009,Portable Charger,12,2024-03-14 00:00:00,77.54,444.0,United Kingdom
INV2164,SKU049,Scarf,16,2024-08-11 00:00:00,50.33,574.0,United Kingdom
INV1798,SKU161,Paper Clips,19,2024-07-06 00:00:00,8.27,470.0,United Kingdom
INV0211,SKU139,Scissors,-5,2024-10-03 00:00:00,92.26,71.0,United Kingdom
INV0647,SKU020,Wireless Charger,17,2024-04-26 00:00:00,93.21,434.0,United Kingdom
INV0455,SKU121,Eraser,2,2024-09-24 00:00:00,34.13,40.0,United Kingdom
INV2241,SKU194,Pen Set,3,2024-05-17 00:00:00,80.66,41.0,United Kingdom
INV1417,SKU107,Plant Pot,3,2024-01-06 00:00:00,88.8,791.0,United Kingdom
INV2035,SKU058,Polo Shirt,10,2024-08-16 00:00:00,78.26,1.0,Sweden
INV0804,SKU156,Paper Clips,24,2024-08-30 00:00:00,2.3,,United Kingdom
INV1761,SKU110,Mirror,15,2024-11-24 00:00:00,12.24,204.0,United Kingdom
INV1789,SKU061,Slow Cooker,1,2023-12-30 00:00:00,23.1,580.0,United Kingdom
INV0062,SKU015,Phone Case,15,2024-04-06 00:00:00,18.47,674.0,United Kingdom
INV1198,SKU156,Paper Clips,4,2024-02-05 00:00:00,65.82,346.0,United Kingdom
INV1463,SKU114,Desk Organizer,18,2024-03-22 00:00:00,29.62,505.0,United Kingdom
INV2218,SKU027,USB-C Cable,14,2024-08-14 00:00:00,70.69,536.0,United Kingdom
INV2134,SKU079,Griddle,12,2024-03-28 00:00:00,72.62,115.0,United Kingdom
INV1859,SKU006,SIM Card Tray,9,2024-01-28 00:00:00,28.15,4.0,United Kingdom
INV2498,SKU127,Notebook,13,2024-06-14 00:00:00,44.68,443.0,United Kingdom
INV0215,SKU079,Blender,12,2024-11-03 00:00:00,93.74,348.0,Italy
INV2421,SKU194,Notebook,20,2024-03-20 00:00:00,43.69,534.0,United Kingdom
INV0448,SKU100,Desk Organizer,18,2024-09-09 00:00:00,46.61,776.0,United Kingdom
INV1562,SKU191,Pencils,1,2024-07-27 00:00:00,28.43,665.0,United Kingdom
INV1212,SKU147,Paper Clips,9,2024-05-21 00:00:00,36.49,138.0,United Kingdom
INV0510,SKU146,Scissors,6,2024-05-06 00:00:00,44.65,795.0,United Kingdom
INV1967,SKU143,Markers Set,19,2024-10-22 00:00:00,93.9,1.0,United Kingdom
INV1805,SKU067,Air Fryer,16,2024-03-02 00:00:00,13.16,560.0,United Kingdom
INV0954,SKU168,Pen Set,17,2024-01-28 00:00:00,86.12,10.0,United Kingdom
INV1062,SKU005,Phone Ring,2,2024-04-10 00:00:00,60.25,4.0,United Kingdom
INV0318,SKU053,Dress Shirt,22,2024-03-31 00:00:00,41.88,8.0,United Kingdom
INV2487,SKU086,Waffle Maker,12,2024-06-02 00:00:00,47.33,,Norway
INV0615,SKU007,Screen Protector,11,2024-09-28 00:00:00,51.32,,United Kingdom
INV0881,SKU150,Pen Set,5,2024-06-11 00:00:00,38.41,697.0,France
INV2353,SKU141,Stapler,4,2024-10-18 00:00:00,84.83,514.0,United Kingdom
INV2132,SKU082,Air Fryer,19,2024-07-13 00:00:00,29.66,8.0,United Kingdom
INV1290,SKU178,Pencils,14,2024-01-29 00:00:00,36.5,196.0,United Kingdom
INV2479,SKU115,Throw Pillow,5,2024-03-27 00:00:00,92.6,585.0,United Kingdom
INV0566,SKU067,Mixer,4,2024-10-06 00:00:00,8.61,745.0,United Kingdom
INV0812,SKU117,LED Desk Lamp,14,2024-03-02 00:00:00,26.7,694.0,United Kingdom
INV0140,SKU007,Bluetooth Speaker,5,2024-07-08 00:00:00,51.73,780.0,United Kingdom
INV1648,SKU143,Pencils,4,2024-11-21 00:00:00,34.01,227.0,United Kingdom
INV0186,SKU190,Tape Dispenser,14,2024-01-07 00:00:00,63.26,322.0,United Kingdom
INV0552,SKU186,Post-its,17,2024-03-03 00:00:00,8.84,398.0,Norway
INV1554,SKU113,Pendant Light,19,2024-05-13 00:00:00,28.29,745.0,United Kingdom
INV2311,SKU135,Post-its,14,2024-08-22 00:00:00,28.88,263.0,United Kingdom
INV0863,SKU133,Eraser,20,2024-07-08 00:00:00,31.78,,United Kingdom
INV1798,SKU044,Casual Pants,9,2024-03-24 00:00:00,98.88,158.0,United Kingdom
INV0394,SKU142,Calendar,1,2024-03-15 00:00:00,60.03,741.0,United Kingdom
INV0028,SKU007,Phone Ring,19,2024-08-07 00:00:00,42.93,675.0,United Kingdom
INV0449,SKU031,Rain Jacket,16,2024-11-26 00:00:00,26.67,8.0,Denmark
INV0324,SKU187,Highlighters,17,2024-03-23 00:00:00,33.86,459.0,United Kingdom
INV1290,SKU111,Table Lamp,17,2023-12-20 00:00:00,32.09,744.0,United Kingdom
INV0033,SKU036,Thermal Leggings,8,2024-04-04 00:00:00,67.49,,United Kingdom
INV1158,SKU051,Jeans,24,2024-02-06 00:00:00,75.06,106.0,United Kingdom
INV0730,SKU108,String Lights,21,2023-12-20 00:00:00,58.59,9.0,United Kingdom
INV1230,SKU075,Vacuum Sealer,21,2024-03-28 00:00:00,39.52,347.0,United Kingdom
INV1177,SKU115,Bookshelf,14,2024-07-02 00:00:00,12.02,60.0,United Kingdom
INV1631,SKU033,Hiking Boots,16,2024-11-25 00:00:00,60.3,69.0,United Kingdom
INV1676,SKU144,Scissors,11,2024-01-01 00:00:00,41.41,5.0,United Kingdom
INV1100,SKU187,Pencils,2,2024-08-05 00:00:00,31.19,144.0,United Kingdom
INV0452,SKU157,Scissors,18,2024-10-10 00:00:00,2.48,485.0,United Kingdom
INV1366,SKU197,Planner,2,2024-05-29 00:00:00,52.1,446.0,United Kingdom
INV1621,SKU075,Food Processor,11,2024-03-27 00:00:00,41.63,91.0,United Kingdom
INV0083,SKU027,Charging Dock,16,2024-08-26 00:00:00,4.71,,United Kingdom
INV0507,SKU168,Paper Clips,24,2024-06-11 00:00:00,87.72,,France
INV2219,SKU039,Running Shoes,13,2024-10-05 00:00:00,19.83,,United Kingdom
INV0096,SKU071,Pressure Cooker,9,2024-05-03 00:00:00,96.93,176.0,United Kingdom
INV1665,SKU072,Vacuum Sealer,23,2024-09-13 00:00:00,53.55,230.0,United Kingdom
INV1527,SKU183,Sticky Notes,19,2024-09-05 00:00:00,97.52,8.0,United Kingdom
INV0447,SKU080,Coffee Grinder,21,2024-10-25 00:00:00,97.58,200.0,United Kingdom
INV0344,SKU104,Plant Pot,17,2024-02-11 00:00:00,72.43,261.0,United Kingdom
INV1276,SKU039,Cotton T-Shirt,19,2024-05-21 00:00:00,60.07,263.0,Denmark
INV2002,SKU128,Scissors,8,2024-09-05 00:00:00,32.52,786.0,United Kingdom
INV0334,SKU109,Ceiling Light,1,2024-01-23 00:00:00,16.63,778.0,United Kingdom
INV0466,SKU109,Curtain Rod,17,2023-12-20 00:00:00,48.97,235.0,United Kingdom
INV0482,SKU076,Air Fryer,20,2024-07-10 00:00:00,89.0,,United Kingdom
INV0838,SKU183,Tape Dispenser,9,2024-10-10 00:00:00,47.47,159.0,United Kingdom
INV0555,SKU135,File Folders,-7,2024-02-23 00:00:00,18.33,393.0,United Kingdom
INV0769,SKU178,Sticky Notes,11,2024-03-12 00:00:00,9.92,402.0,United Kingdom
INV2291,SKU089,Coffee Maker,9,2024-03-25 00:00:00,28.77,434.0,Spain
INV1652,SKU144,Planner,7,2024-04-09 00:00:00,8.21,556.0,United Kingdom
INV2309,SKU033,Flip Flops,13,2024-01-22 00:00:00,33.35,543.0,United Kingdom
INV1940,SKU044,Winter Jacket,7,2024-03-17 00:00:00,9.59,541.0,United Kingdom
INV0002,SKU020,USB-C Cable,15,2024-05-14 00:00:00,42.82,3.0,United Kingdom
INV1611,SKU199,Paper Clips,12,2024-06-11 00:00:00,31.52,71.0,United Kingdom
INV0681,SKU072,Electric Kettle,18,2024-10-20 00:00:00,44.44,709.0,United Kingdom
